"AEW541_ActArea","Nilotinib_ActArea","17-AAG_ActArea","PHA-665752_ActArea","Lapatinib_ActArea","Nutlin-3_ActArea","AZD0530_ActArea","PF2341066_ActArea","L-685458_ActArea","ZD-6474_ActArea","Panobinostat_ActArea","Sorafenib_ActArea","Irinotecan_ActArea","Topotecan_ActArea","LBW242_ActArea","PD-0325901_ActArea","PD-0332991_ActArea","Paclitaxel_ActArea","AZD6244_ActArea","PLX4720_ActArea","RAF265_ActArea","TAE684_ActArea","TKI258_ActArea","Erlotinib_ActArea"
0.5229,0,3.7468,0.2623,0.2469,0.03238,0.4326,0.3264,0.1539,0.6673,3.5689,0.1644,1.6349,1.0589,0.1114,0.3876,0.001922,3.5616,0.486,0.4231,1.3576,0.2048,0.3892,0.2836
0.1625,0,3.6505,1.3842,0.08038,0.09112,0.07466,0.02076,0.006384,0.7905,4.2832,0.1337,NA,1.1319,0.149,0.4783,0.4506,4.0841,0.4344,0.1002,0.8349,0.8478,0.5095,0.00911
0.8428,0.1648,3.5976,0.4072,0.3646,0.1399,2.0535,0.9159,0.02918,1.9715,5.8478,0.1112,4.8923,4.5194,0.3218,0.06714,1.1151,6.5657,0.113,0.6149,1.2478,0.6416,1.7212,0.3595
0.6551,0.2173,3.8812,0.8997,0.07477,0.7237,0.6352,0.8737,0.02719,2.3858,4.9845,0.3438,4.4997,4.9059,0.06319,0.6039,1.0214,6.7624,0.5656,0.1793,1.6558,1.1676,1.0475,0.4621
1.1923,0.8682,1.6738,0.636,1.678,0.9088,1.4733,0.9907,0,1.8628,4.5178,0.4801,3.1318,3.0734,0.8193,2.3507,1.2313,3.8862,1.2609,0.1419,1.9118,1.4694,1.3123,1.42
1.1134,0.2467,2.995,0.3776,0.6584,0.7854,0.23,0.3069,0.001849,0.5018,3.3299,0.1231,2.3722,1.975,0.9118,2.6984,0.2847,5.5322,1.8812,0.1303,0.5686,1.36,1.1861,0.9057
0.7117,0.2585,4.354,0.05832,0.03881,0.2897,1.2891,1.0135,0.04761,0.2458,3.6994,0.2025,2.8785,3.1158,0.3543,0.5807,0.277,5.9641,0.4306,0.1648,1.1058,1.7276,0.7687,0.07119
0.8444,0.5761,4.4812,0.47,0.302,0.6938,0.6394,0.9374,0.2558,0.876,4.4547,0.8653,3.213,3.5301,0.2353,3.2954,0.6835,6.6097,2.2005,0.9622,1.7043,1.6675,0.7962,0.06025
1.4926,NA,3.1048,0.9979,0.4988,0.6331,0.5674,0.7401,0.1671,0.6146,3.5883,0.04854,NA,3.3782,1.5302,0.44,NA,5.2003,0.5233,0.2016,1.433,1.2524,0.9618,0.1266
1.2322,0.5389,1.9626,0.5548,0.5668,0.4878,0.4457,0.3298,0.5928,1.3901,3.0253,0,NA,2.3488,1.1132,1.0772,0.03892,4.1841,1.2776,0.6494,1.0853,0.7772,0.7762,0.1802
1.7882,0.1241,2.2316,0,0.4242,0.06679,0.03456,0.502,0.02904,0.2155,NA,0,1.7724,0.9251,0.2945,0.3616,0.1991,3.7399,0.5816,0.5813,0.01511,1.5781,0.3718,0.3573
0.8519,0.5501,4.6603,0.7796,0.3857,0.2506,0.5793,0.5069,1.3464,0.8458,5.0159,0.7181,3.6217,3.5634,0.2883,1.5143,1.0682,7.4369,1.1403,0.3454,1.2268,0.5798,0.7747,0.5495
1.8429,NA,3.9869,1.4862,0.9194,1.5613,1.0581,1.9054,NA,1.4378,4.5119,0.3121,NA,3.7843,2.3205,2.158,NA,5.2374,1.6815,0.7352,NA,1.7813,1.636,1.0627
0.5139,4.4689,2.6177,0.2072,0.4225,0.26,2.3393,1.5732,0.2157,2.3796,4.4477,0.1151,2.651,2.9957,0.1807,3.3323,0.1798,4.1212,1.6161,0.5659,2.2312,0.1,1.4739,0.3546
0.8788,0.577,3.0737,0.4732,0.4909,0.573,0.00713,0.8942,1.0459,0.08253,4.9712,0.4783,NA,4.3275,1.5628,0,0.7898,6.7887,0.04644,0.8706,NA,1.1366,1.3379,0.1718
0.2968,0.1742,1.904,0.01134,0.1084,0.3121,0.6145,0.2558,0.117,0.3671,3.9079,0.9837,2.7183,3.336,0.4631,4.1038,0.3628,NA,2.8866,0.1695,1.4977,0.3495,0.5648,0.06366
1.9651,NA,2.942,0.4223,0.1598,0.2146,1.5357,1.2322,0.7382,1.1118,5.6735,0.154,NA,3.8043,0.7765,0.2465,0.8865,5.864,0.7211,0.1446,0.6303,1.5215,0.986,0.04943
2.3798,0.8476,2.2019,0.8946,0.2177,0.3314,0.3061,2.1489,0.6133,1.016,4.5845,0.7432,NA,3.1123,1.3367,0.4387,0.8691,5.5617,0.7486,0.06617,1.6543,1.8487,1.145,0.4546
0.00972,NA,2.0726,0,0.07892,0.4561,0.2737,0.2516,0.1434,0.329,4.9742,0.4065,NA,1.7151,1.0871,0.2756,NA,5.5601,0.7839,0.06938,0.7123,0.1327,0,0.05276
0.3778,0.05129,4.1939,0.1194,0.4119,0.3503,0.2386,0.5046,0,1.1873,4.3413,0.01658,3.2714,3.3351,0.3866,0.6579,0.331,6.6604,0.668,0.04294,1.3615,0.09859,0.8429,0.3616
0.3713,0.03021,3.573,0.4256,0.3899,0.2438,0.5346,0.2361,0,0.8934,3.7559,0.0006212,NA,3.2347,0.2431,0.5158,0.3161,6.3589,0.09393,0.06317,1.5412,0.1058,0.6888,0.2903
0.7213,0.149,3.1215,0.2262,0.3409,0.5273,0.5077,0.6467,0.02045,0.6321,4.4823,0.3081,2.646,2.2859,0.3225,1.3756,0.4901,5.3868,0.9301,0.414,1.5052,1.8519,0.8432,0.1981
0.7972,0.6589,0.8792,0.01494,0.1138,0.4724,0.5788,1.1257,0.4268,0.4384,4.2399,0.5498,NA,3.6195,1.1144,0.751,0.1157,3.8675,0.6353,0.0486,1.9967,1.1916,1.4616,0.2684
0.561,0.4743,2.0534,0.1975,2.6066,0.4135,2.3703,0.4668,0.4371,1.8192,4.5124,0.5152,NA,3.0826,0.5201,1.8058,0.3678,3.2082,2.3689,0.003985,0.8645,1.1636,0.4078,1.1767
0.6894,0.237,3.6954,1.1969,0.3635,0.06515,1.094,0.5123,0.1486,1.504,5.2809,0,2.9776,2.1728,0.2909,2.6131,0.09706,4.9461,1.9691,0.4112,1.5606,1.2731,0.9052,0.6598
0.747,0.4445,3.0418,0.6647,1.0958,0.1337,1.719,0.1219,0,1.703,3.6257,0.2687,1.8317,1.5602,0.3543,1.8229,0.09282,2.2967,0.08598,0.5941,1.5432,1.7076,0.6316,1.4395
1.595,0.5659,4.9316,0.3071,0.1743,0.363,1.0993,0.9536,0.1685,1.383,4.298,0.4032,0.8084,1.4231,0.3792,2.3665,0.44,4.7678,1.3702,0.1203,1.1536,2.5434,0.6529,0.2035
0.8118,0.7678,3.4326,0,1.8224,0.1393,2.3879,0.531,0.6167,3.0689,3.8515,0.3675,2.5662,1.7052,0.2142,1.7547,0.6659,5.8944,0.1997,0.08633,1.8457,1.5185,0.6712,3.7373
0.3537,5.016,3.8223,0.3105,0.5306,0.1017,3.0717,1.7159,0,3.12,4.7085,0,2.7764,3.1619,0.9883,4.5708,0.7817,7.1048,3.3419,0.1505,2.0601,0,1.5403,0.5995
0.1697,0.2396,3.0618,0,0.2586,0.252,0.2412,0.604,0.1699,0.4023,4.1427,0.04803,1.4702,0.7999,0.4285,0.6498,0,3.8193,0.2575,0.1171,0.4491,0.5531,0.576,0.2221
0.7562,0.5337,3.259,0.8396,0.35,0.2595,1.7467,1.1214,0,2.6843,5.5938,0.06782,NA,4.1862,0.5354,0.8899,0.6917,7.1858,0.2601,0.484,3.2177,1.406,1.5483,1.171
0.1118,0.3953,2.3161,0.2342,3.0902,0.08222,0,0.04209,0,0.4616,4.2563,0.7984,1.6931,0.02054,0.2425,0,0.06974,2.1929,0.04301,0.02117,1.5955,0.3207,1.1268,0.03998
0.2859,0,4.244,0.5487,0.2708,0,0.4428,0,0.24,1.6975,3.797,0.04412,NA,1.7644,0.339,1.4783,0.319,4.4533,1.3191,0.03804,0.3902,0.1488,0.1312,0.3705
1.2612,1.2823,5.2371,2.3361,1.0422,0.8865,1.4715,3.7305,2.1438,2.052,5.957,1.989,5.873,5.916,0.9751,1.3118,1.6378,7.3422,1.4402,1.2475,2.3549,5.9893,1.3471,0.473
2.0584,0.8088,2.8034,0.2699,0.5138,0.0876,0.4243,0.7197,0.1274,0.8505,4.3094,0.7374,2.9318,2.5752,0.1362,0.01305,0.846,3.9828,0.02962,0.2642,2.8689,2.7318,1.1074,0.6266
1.8775,1.0203,3.1359,0.5896,1.2147,1.1439,1.0333,1.1405,0.9611,0.9664,5.8744,1.1083,5.2731,5.2886,0.8364,0.4658,2.1229,6.4498,0.6701,0.2035,1.9536,2.4255,1.8524,0.6156
1.1795,0.8608,2.6965,0.7028,0.7179,0.7109,0.3353,1.0946,1.3994,0.77,5.9228,1.325,5.5533,5.2524,0.5791,2.4864,1.6728,6.9777,1.7805,0.5583,2.289,2.3245,1.9616,0.7472
0.898,0.00241,3.6219,0.1644,0.1757,0.01861,0.2464,0.4398,0.1492,0.8398,4.0883,NA,NA,3.1375,0.4923,0.8653,0.2396,5.1868,0.3552,0.1107,0.6164,0.6489,1.2289,0.04175
2.06,2.5759,4.5868,1.8206,1.9384,1.5578,3.6528,1.7637,2.1037,1.6642,4.5822,1.8656,5.3433,6.0318,0.9377,5.2407,2.1537,7.2501,3.026,0.9013,3.2481,3.4513,1.2846,1.1808
1.0059,1.8695,5.1094,0.8275,1.2129,3.1439,1.5103,1.5846,1.8714,2.893,5.7298,1.21,5.795,5.7118,1.2389,3.4643,2.6673,7.5086,3.1872,1.7807,4.4472,2.3725,2.8261,1.8084
1.3035,0.5898,2.1313,0.1742,0.5375,0.4471,1.0985,1.1206,0.6485,1.3125,2.9172,0.2139,1.357,0.2574,0.2611,2.9449,0.315,1.9411,1.7299,0.1817,0.4526,1.3735,0.29,0.3191
0.5445,0.3039,4.7694,0.1044,1.9085,0,2.2272,0.01164,0.05828,3.2719,3.8509,0,1.7352,2.0685,0,0.7479,0.1876,2.4629,0.7347,0.7655,1.1716,0.9348,0.3062,2.6857
0.5995,0.358,5.2123,2.14,0.2113,0.6576,0.5686,3.6422,1.7307,0.3538,4.163,0.8244,4.1061,4.3579,0.7376,2.7494,0.307,5.8234,1.5757,0.0819,2.3323,0.5641,1.0145,0.18
0.3189,0.6024,3.6759,0,0.2543,0.01872,0.05208,0.2865,0.408,0.2085,4.2886,0.4669,3.8186,3.8954,0.06463,2.7382,0.08833,5.4703,1.5453,0.403,1.9139,0.6554,0.661,0.07583
0.8817,5.6277,4.7185,1.9724,0.9807,0.644,3.2752,2.7737,1.3594,2.5777,5.8635,1.6803,4.4124,4.5702,1.2877,3.6923,1.2449,7.0551,3.1959,0.3954,2.4167,2.1484,1.5281,0.6935
1.1647,6.0634,4.667,0.9357,0.3354,0.9154,4.2714,3.0185,2.0652,3.3257,5.6418,1.7046,5.2348,5.2851,1.0611,4.5392,1.5487,7.0443,3.654,1.0564,2.7795,2.3065,1.6864,0.8905
0.9333,0.3997,3.1534,0.6293,0.03488,0.1889,0.6917,0.2972,0.6987,0.1063,6.84,0.1978,4.3124,3.6358,0,1.3958,0,3.6015,0.4856,0.09389,0.09803,0.9299,0.2381,0.8885
0.6313,0.1693,2.8339,0.8282,0.1241,0.1545,0.2668,0.06502,0.09609,1.4051,4.1846,0.4543,2.0636,2.2263,0.5048,0.16,0.1057,5.5755,0.5019,0.08282,1.366,0.8001,0.7523,0.26
1.2993,0.9375,3.0827,1.009,0.9963,1.0682,2.5246,2.0558,1.2202,2.4584,5.4117,1.4882,5.0107,5.3756,0.878,0.7167,1.778,7.2847,1.273,1.4195,3.086,2.2342,2.0581,1.1054
1.7665,2.1147,3.6605,1.8775,1.5649,2.772,1.8525,2.0731,3.6396,2.0536,5.983,1.8187,5.5188,5.3689,1.4433,2.5862,2.4569,7.7957,2.5412,1.5218,3.4219,3.2246,2.6279,1.6441
0.5807,1.1117,2.9575,0.9671,0.6883,0.6954,0.2569,0.7745,0.6492,1.4684,4.663,1.1127,3.2757,3.0798,1.1121,0.01169,1.2728,4.3178,0.4134,0.6253,2.5285,0.7929,1.1036,0.3904
1.5338,1.8004,3.3586,2.6088,1.4487,1.6592,2.4599,1.8084,1.6808,1.9845,5.9569,2.8323,5.5993,5.7389,1.8489,1.74,2.7305,6.7558,1.4634,1.8282,3.5251,1.5482,2.0937,1.5452
2.9187,1.9171,5.0957,2.1395,1.3522,0.7146,1.4398,2.4015,1.0836,0.791,6.2917,1.6377,4.9078,4.9954,3.4205,1.4584,2.7606,6.817,0.7485,0.9127,3.0544,3.8758,2.0685,1.0643
2.8915,1.172,2.3687,0.4474,0.5922,0.8092,1.0497,1.0319,1.2502,1.3277,4.7345,1.1921,4.8066,4.5036,0.6322,3.3683,1.6616,5.5779,1.7358,0.1373,2.1238,2.6995,1.5244,0.1907
1.1025,1.2999,2.238,2.0272,1.4096,0.2678,1.7767,1.2027,3.2609,1.5809,6.1489,0.8653,4.2453,4.0341,1.2349,0.8526,1.8035,7.4814,0.5246,1.3646,1.4077,1.2094,1.5187,0.3886
2.9271,0.3661,3.1529,1.0286,0.4323,0.1505,0.863,0.6391,1.9258,1.1093,5.5411,1.3176,2.5262,2.7252,1.0111,4.076,1.4777,6.8236,4.2428,0.4897,1.2707,2.6193,0.4642,0.7388
1.2566,1.7814,2.8608,1.2391,0.5553,0.6171,1.79,1.1515,1.3348,1.7256,5.892,1.2061,4.3888,4.2652,0.3931,2.2155,1.2437,4.882,1.2882,0.7567,2.5952,1.8072,1.6761,1.239
2.8203,2.294,4.1762,1.5314,1.3094,2.9584,3.1197,1.9859,2.5181,1.5623,6.2273,2.421,5.4087,5.3778,1.1165,7.3807,2.9168,7.4525,6.4934,5.2178,3.8609,3.3125,2.4769,1.9143
1.3166,0.7336,3.4746,0.8851,0.3482,0.7133,1.54,0.6353,0.4889,0.698,4.3878,1.5503,3.9819,3.6587,1.0364,2.855,0.3853,6.704,2.518,1.2235,2.1509,1.6747,0.9213,0.3177
1.5436,0.5869,3.782,0.3701,0.1402,0.2235,1.2147,0.9721,0.3791,1.7839,4.0279,0.4203,4.5677,4.4574,0.0185,2.221,0.7454,5.5687,1.1495,0.07659,1.2339,1.3417,1.3518,0.2919
1.7747,0.8678,3.9975,0.1429,0.4612,0.2607,1.3733,0.6655,0.7502,0.7074,4.9275,0.5484,3.5752,3.3499,2.0894,4.2844,1.3716,6.6567,3.1457,0.1878,3.237,2.1649,1.4124,0.8222
3.0325,0.9395,3.7075,0.8031,0.6322,0.8868,0.2391,1.3331,1.9436,1.9454,6.4753,1.2146,3.0544,1.2153,1.2007,3.7848,0.4814,6.7817,3.2726,0.3779,3.882,3.0508,2.3468,0.6618
2.8999,1.5625,5.2887,1.0553,1.233,1.1689,0.3323,1.3265,1.279,1.295,5.9291,0.9786,3.7332,4.6146,0.5586,2.9921,0.6168,6.5985,1.6147,0.4187,1.805,3.1165,1.5766,1.0362
2.4006,0.838,3.7225,1.5495,0.8492,1.0518,0.4735,1.1504,1.8304,1.2083,5.5941,0.9686,3.8717,3.1229,0.5257,2.9593,2.1591,4.819,2.179,0.333,1.4718,2.9462,1.0816,0.3782
NA,NA,4.46,0.7471,1.1151,0.5353,1.1035,0.3788,0.1254,2.5074,NA,0.3316,NA,3.3078,1.593,1.3214,0.5614,6.8063,0.494,0.3717,1.4881,0.9235,0.5498,NA
1.0001,1.0867,4.1444,0.1681,1.4366,0.5461,2.0485,1.0815,0.2743,1.305,4.4637,0.8092,NA,4.6446,0.7285,2.1571,0.3205,6.8819,1.6198,0.2989,2.0956,1.8193,0.8257,2.1
1.0074,1.8129,2.8214,0.4665,0.2367,1.2758,2.0087,0.9777,0.9562,2.0812,5.0557,0.4338,5.1588,5.0562,0.4284,1.2719,1.6975,6.7581,0.5534,0.1942,1.0915,2.4579,1.5745,0.3789
0.3176,0.5522,2.6606,0,0.8744,0.7318,0.2042,0.5643,0,0.8105,4.0845,0.2289,3.4797,3.1009,0.5672,0.777,0.6204,3.6733,0.5792,0.3992,1.1364,2.3151,0.6005,0.3438
0.8091,NA,3.074,0.4763,0.956,0,2.8997,0.3058,0.7494,3.1181,4.0611,0.5981,NA,1.736,0.4814,0.7286,NA,4.5217,0,0.3699,NA,1.5033,0.1211,4.4132
1.6448,NA,4.2745,0.635,0.195,0.3467,0.8706,0.7359,0.3171,1.474,5.2349,0.4051,NA,2.7238,0.6438,2.6177,0.002948,5.9449,2.5031,0.1876,1.5202,1.4087,0.4683,0.1262
1.2929,0.9183,3.522,0.6963,0.5409,0.952,1.1074,0.9068,0.5398,1.4867,4.7205,0.6724,2.8908,4.0707,1.1528,3.4454,1.4771,5.3468,2.4031,2.0835,2.2858,1.5978,0.8724,0.4567
0.3992,0.7207,3.1346,0.1242,1.3183,0.3032,0.6199,0.05788,0.06187,0.8307,3.7262,0.2783,1.7327,1.3378,0.1302,1.0812,0.3588,4.0004,0.9361,0,0.7273,0.6884,0.008233,0.4433
1.8822,7.0051,3.2142,1.7146,1.1767,1.5865,4.0457,3.0952,2.1997,3.0741,6.3121,2.1035,5.8889,6.526,1.1325,1.7295,0.7632,6.7188,1.2336,1.0265,2.4329,2.8218,2.0343,1.0818
1.5103,1.0794,4.3846,1.0151,0.1136,1.0186,1.2213,0.7177,1.192,1.161,6.4096,0.941,4.7985,4.5603,0.931,2.1986,1.2846,6.5453,1.9695,0.6096,2.2936,1.0007,1.5712,1.0277
1.0192,0.3176,3.8928,0.06698,0.7992,0.0689,0.4912,0.8983,1.2785,1.9595,5.3984,0.01542,3.1957,4.0743,0.186,1.8426,1.3344,7.2354,0.4243,0,0.838,1.2132,1.3126,0.06596
1.7337,1.4978,3.7258,2.5702,1.2882,1.9194,3.6068,2.013,1.3882,2.2708,5.8489,1.8441,4.9707,5.315,1.8018,0.6981,2.4962,6.9533,1.7324,1.988,1.5231,2.3917,1.9076,1.0076
1.0993,0.5101,3.3913,0.6933,1.2505,0.1509,1.6679,0.6414,0.1733,1.3733,4.3589,0.9437,1.9241,2.4981,0.5493,2.1132,0.5401,6.3364,1.3523,0.3525,2.9091,0.92,1.0196,1.4542
0.5617,0,4.9855,0.1203,0.8071,0.1098,0.05838,1.1621,0.007163,0.7281,5.6889,0.002441,4.7234,4.5568,0.4018,0.249,1.0717,7.1403,0.2098,0.6648,2.1272,1.8164,1.6047,1.1327
1.0687,0.2982,4.2419,0.2274,1.1779,0.827,0.8386,0.4238,0.4075,1.8722,3.3188,0.8591,1.9174,1.8377,0.5952,3.1372,0.4865,2.7143,1.8733,0.4074,1.3644,1.4769,0.6609,1.1618
2.0396,1.7965,4.3378,1.3201,1.1878,1.4534,1.4458,1.8184,2.7093,2.6292,6.0713,2.8625,5.5641,5.3652,0.3809,0.8781,1.2261,5.1909,0.1338,1.3751,2.2879,1.9472,2.0445,0.9251
2.8798,2.2922,3.2781,0.6193,1.8908,1.3709,0.4225,2.432,1.3427,1.7224,4.8948,1.1561,2.5387,2.64,0.3876,1.7369,2.2415,3.0682,1.3771,0.3489,1.0413,2.6661,1.0434,0
2.5881,2.979,6.104,2.4402,2.3191,2.0047,2.5768,2.741,2.1439,1.3969,6.4125,5.7935,4.9124,5.6936,0.9584,3.6304,2.0811,7.0911,2.892,1.403,3.289,4.6298,5.4525,2.0672
1.1281,0.8493,4.2295,0.07766,0.1763,0.5748,0.2234,1.0041,0.2119,0.1919,5.3795,1.7042,4.2545,4.8885,0.02479,7.2797,1.6237,6.3485,5.9343,0.9367,1.8252,2.1811,1.4035,0.02743
2.3013,1.1833,3.5381,1.707,0.4723,1.4452,1.1565,1.3689,1.9956,2.5859,6.1828,2.4072,4.6729,5.118,0.6852,3.3518,1.8102,6.9156,3.0387,1.1923,1.8725,2.9182,2.5062,1.2901
1.432,0.1021,3.0913,1.0764,0.454,0.3927,0.5777,0.719,1.226,0.03643,5.1266,0.4391,3.6338,4.1392,0.456,0.8127,0.4619,2.2649,0.7856,0,2.5356,1.9474,0.7243,0.01967
1.2703,0.5266,4.3291,0.3361,0.4327,0.0222,0.6972,0.8664,0.7571,0.305,4.6055,0.301,2.9043,3.1338,0.7028,0.1878,0.1654,5.5828,0.149,0.359,1.7244,1.4006,1.7102,0.6947
1.0021,3.0468,4.9797,1.2229,2.4691,1.6096,2.1889,1.0024,2.4531,2.0527,4.718,0.1197,3.8757,3.7682,0.8306,3.6834,3.2073,6.3132,1.4415,0.3534,2.0498,1.7956,1.6516,1.6374
0.6896,0.6137,3.252,0.142,0.8549,0.1837,1.508,0.4426,0.7935,1.581,4.0304,0.4858,2.6162,2.833,0.2671,1.0343,0.501,6.6738,0.528,0.396,1.8703,0.8336,0.8046,1.0886
0.9825,NA,5.8391,0.7986,0.212,0.2262,0.8065,0.9346,0.217,1.2281,4.7622,0.1968,NA,3.4621,0.5193,1.5961,NA,6.9914,1.1178,0.54,1.3954,1.0404,0.6471,0.172
2.3048,1.9258,3.9403,1.3292,2.28,1.6994,2.4621,1.5978,0.6315,2.2778,4.4884,1.4692,2.4694,2.8592,1.3679,6.3027,3.2376,5.6824,4.8064,3.138,3.6745,3.2014,1.7524,0.981
2.5798,1.4159,4.3214,1.4464,2.1057,1.4657,0.9041,0.6926,0.8321,1.7525,5.166,0.9539,2.7359,4.0027,0.3439,4.8546,1.3037,4.8331,2.6515,0.2252,2.0386,2.7267,1.9045,1.5967
0.8707,2.2442,5.2895,0.9438,1.7222,2.3462,2.0052,2.2926,0.8573,1.8289,4.8471,1.2132,4.9054,5.3799,0.692,3.2309,2.3797,6.627,2.8138,1.2174,3.5476,3.3459,2.4923,1.2231
0.645,0.9951,4.4088,0.4951,0.4067,1.2283,1.137,1.0166,0.312,1.0475,4.3192,0.7501,3.5342,3.7848,0.7641,1.4276,0.8939,6.0005,1.3757,0.3552,1.5553,1.3743,0.6937,0.1102
1.2364,0.708,5.6352,0.8487,0.6875,0.862,0.8811,0.6696,0.7809,1.3319,4.05,0.1739,4.4759,3.6274,1.8878,3.0477,1.4922,5.6275,2.07,1.3967,2.3233,0.9968,1.1986,0.07185
1.3564,1.0356,2.9144,0.4811,0.5271,1.5895,0.9781,0.926,0.3488,1.1044,4.4665,0.6186,3.0189,3.6949,0.3143,4.4123,1.7566,7.026,3.0278,1.7858,1.8795,2.255,0.4622,0.2052
0.7741,0.9846,3.7607,0.6148,0.394,1.0335,1.2506,0.3513,0.3853,0.9963,3.5298,1.0246,2.4335,3.0344,0.8199,3.8317,1.0667,4.8909,2.9523,1.9707,2.7048,1.0123,1.1025,0.6819
0.3319,0,2.3806,0.4424,0,0,0.08418,0.3369,1.0702,0.6093,3.6394,0.4461,0.9154,0.4341,1.0106,0.9748,1.0396,3.5542,0.3584,0.1847,0.9187,0.8891,0.2702,0.002914
1.6441,0.6898,4.5972,0.1746,0.1094,0.6133,0.5142,0.5136,0.2364,0.7113,4.2388,0.7236,3.6776,2.8429,0.1151,6.2069,0.5886,5.0682,4.1904,3.4382,2.9728,0.6657,1.1354,0.242
0.5824,0.1775,1.0754,0,0.2613,0.06517,0,0.286,0.004055,0.3715,3.5793,0,3.195,2.8124,0,0,0,1.7118,0.4517,0.06505,0.6779,0,0.5458,0.06946
0.05775,0.02888,2.2829,0,0,0.1078,0.3986,0.1223,0.08491,1.0895,2.822,0.02019,0.5917,0.1861,0.0335,0.1574,0.03619,2.9703,0,0.05661,0.3966,0.03916,0.1206,0.01655
0.9113,0.05218,2.3478,0.2108,0.1841,0.2685,1.011,0.2423,0.05559,0.7193,3.1656,0.6344,3.4227,3.5594,0.2473,3.014,0.3509,3.2842,2.0782,0.2664,1.8839,0.9789,0.9148,0.9399
0.6989,0.1196,2.7908,0.1752,0.2258,0.2632,0.2975,0,0.06129,1.1718,3.7921,0.05495,NA,1.0455,0.3358,1.719,0.2417,5.3331,0.9039,0.08837,0.9703,0.3709,0.6056,0.7528
0.1908,0.1514,4.1261,0.5715,0,0.312,0,1.7536,0.3893,0.3674,5.489,0.04683,5.0054,4.3541,3.1432,1.5185,0.7352,7.6077,1.0256,0.1102,0.5358,4.0199,0.08662,0
0.8338,0.1774,1.9799,0.005834,0.1027,0.8066,0,0.3791,0,0.2105,3.5627,0.3457,1.9584,1.9181,0.3588,1.683,0.3311,4.968,1.2855,0.4923,2.3493,0.4886,1.1864,0.3647
0.6409,0.6021,4.0967,0.4074,1.0963,0.08894,1.0565,1.0091,0.2157,0.8507,5.1246,0.9127,4.2914,4.034,0.07678,1.0265,0,6.193,0.3024,0.1871,1.7808,0.7201,1.1174,0.532
0.4366,0.07936,1.7525,0.2135,0.03765,0.05811,0.1918,0.4162,0,0.4416,NA,0.3295,0.9265,0.0547,0.5285,0.2755,0.04726,2.1174,0.3521,0.7171,0.1744,0.4014,0.2366,0.198
0.6813,NA,4.4612,1.4672,0.9137,1.2014,0.8908,0.9138,0.5113,1.9159,5.2869,0.863,NA,3.489,1.8825,1.396,NA,7.0334,1.2402,0.6903,NA,1.4667,1.8453,1.7752
0.7852,0.1037,3.3292,0.5756,0.1778,0,0,0.389,0,0.861,3.4858,0.07339,NA,1.8313,0.5809,0.5376,0.1045,4.2852,0.5544,0.03584,1.4552,0.5029,0.5932,0.04207
1.3222,NA,2.0416,0.4133,0.3101,0.4564,0.6893,0.6794,0.2926,0.5897,3.9544,0.3386,NA,4.6127,0.517,1.3967,NA,3.8372,0.9396,0.4281,NA,1.4503,1.0356,0.3446
1.0259,0.2676,2.7475,0.1321,0.6579,0.6969,1.6191,0.8049,0.2392,0.9599,3.3768,0.7517,2.3485,2.4824,1.05,0.3681,0.2611,2.7268,0.623,0.7003,1.5302,1.112,0.2215,0.03859
1.1108,1.199,3.9465,0.2464,1.0674,0.5605,1.7353,0.8491,1.0297,1.6106,3.4435,0.448,NA,2.2109,0.466,3.5121,0.16,2.6585,2.6927,0.4569,1.0695,2.2025,0.7474,0.7601
0.2968,0.04111,3.0586,1.0762,0,0.1569,0.1212,1.2033,0,0.2015,4.2807,0.09596,NA,2.6928,0.6597,1.4693,0.4576,5.9128,0.7473,0.1536,1.0229,3.0368,0.3247,0
1.5118,0.06098,1.8151,0.008045,0.3532,0.3538,0.7165,0.2529,0.04266,1.0391,4.3308,0.1303,1.3475,0.7309,0.358,2.0249,0,1.967,1.1711,0,1.8252,1.032,0.6075,0.2642
0.6375,0.2846,3.7077,0.2471,0.8241,0.6099,1.3531,0.3606,0.1745,1.2858,4.4124,0.4373,NA,4.6056,0.6914,1.3819,0.009649,5.6539,1.548,0.1243,1.4631,0.7365,0.4621,0.8588
0.3032,0,2.603,0.3604,0.2054,0.4608,0.3462,0.7844,0,0.6306,3.8051,0.04339,1.8847,1.5358,0.1664,1.3384,0.5503,5.3135,1.1426,0,1.3524,0.4276,0.7372,0.1756
0.7806,0.1603,2.3156,0.6169,0.08543,0.2199,1.3605,0.6601,0.09005,0.896,3.1685,0.2575,2.7698,2.5969,0.8244,1.2794,0.08489,5.1485,0.575,0.187,1.7809,0.8205,0.7215,0.4376
0.7917,0.2486,3.6005,0.02801,0.05,0.2397,0.2739,0.2733,0,0.6998,4.8071,0.3994,3.9651,3.9107,0.6428,0.01505,0.01077,5.9369,0.3316,0.2072,0.9778,0.7283,0.5918,0.2287
1.5664,0.6464,3.5814,0.4931,0.1116,0.5628,0.5329,0.6479,0.1852,0.881,4.4206,0.6187,1.5377,0.7921,0.2849,2.6284,0,3.7909,1.026,0.2675,1.377,2.3426,1.5491,0.4963
1.5614,NA,4.1346,2.4325,0.2819,0.7415,0.9075,0.6022,0.1716,0.93,5.6512,0.6532,NA,3.4304,5.445,1.6464,NA,6.895,1.0501,0.1605,NA,1.0759,1.3819,0.2845
